transaction_id,date,pharmacy_id,pharmacy_name,area,drug_name,category,quantity,unit_price_inr,total_inr,otc_or_rx
TXN001116,2025-08-01,PH011,Kurla MedPlus,Kurla,Aspirin 75mg,Analgesic,2,10.1,20.2,OTC
TXN001117,2025-08-01,PH005,Chembur MedPlus,Chembur,Calamine Lotion,Personal Care,4,70.17,280.68,OTC
TXN001118,2025-08-01,PH001,Andheri MedPlus,Andheri,Aspirin 75mg,Analgesic,3,10.71,32.13,OTC
TXN001119,2025-08-01,PH011,Kurla MedPlus,Kurla,Amlodipine 5mg,Cardiovascular,3,23.83,71.49,Rx
TXN001120,2025-08-01,PH002,Bandra Apollo Pharmacy,Bandra,ORS Sachets,Electrolyte,5,8.61,43.05,OTC
TXN001121,2025-08-01,PH006,Borivali Apollo Pharmacy,Borivali,Diclofenac 50mg,Analgesic,1,23.01,23.01,Rx
TXN001122,2025-08-01,PH008,Goregaon Apollo Pharmacy,Goregaon,Ibuprofen 400mg,Analgesic,5,17.19,85.95,OTC
TXN001123,2025-08-01,PH010,Vile Parle Generic Aid,Vile Parle,Insulin Glargine,Antidiabetic,3,451.65,1354.95,Rx
TXN001124,2025-08-01,PH007,Thane City Chemist,Thane,Atorvastatin 10mg,Cardiovascular,1,42.56,42.56,Rx
TXN001125,2025-08-01,PH011,Kurla MedPlus,Kurla,Insulin Glargine,Antidiabetic,1,476.09,476.09,Rx
TXN001126,2025-08-01,PH004,Powai MedPlus,Powai,Calamine Lotion,Personal Care,2,67.46,134.92,OTC
TXN001127,2025-08-01,PH005,Chembur MedPlus,Chembur,Amlodipine 5mg,Cardiovascular,4,26.14,104.56,Rx
TXN001128,2025-08-01,PH001,Andheri MedPlus,Andheri,Ranitidine 150mg,Gastrointestinal,2,13.81,27.62,OTC
TXN001129,2025-08-01,PH004,Powai MedPlus,Powai,Gabapentin 300mg,Neurological,4,129.06,516.24,Rx
TXN001130,2025-08-01,PH007,Thane City Chemist,Thane,ORS Sachets,Electrolyte,5,8.56,42.8,OTC
TXN001131,2025-08-01,PH001,Andheri MedPlus,Andheri,Aspirin 75mg,Analgesic,4,9.71,38.84,OTC
TXN001132,2025-08-01,PH003,Dadar MedPlus,Dadar,Insulin Glargine,Antidiabetic,2,454.6,909.2,Rx
TXN001133,2025-08-01,PH009,Malad City Chemist,Malad,Doxycycline 100mg,Antibiotic,2,29.1,58.2,Rx
TXN001134,2025-08-01,PH009,Malad City Chemist,Malad,Vitamin D3 60K,Supplement,2,33.86,67.72,OTC
TXN001135,2025-08-01,PH007,Thane City Chemist,Thane,Vitamin D3 60K,Supplement,1,33.99,33.99,OTC
TXN001136,2025-08-01,PH008,Goregaon Apollo Pharmacy,Goregaon,Omeprazole 20mg,Gastrointestinal,1,17.1,17.1,OTC
TXN001137,2025-08-02,PH006,Borivali Apollo Pharmacy,Borivali,Calamine Lotion,Personal Care,1,62.36,62.36,OTC
TXN001138,2025-08-02,PH006,Borivali Apollo Pharmacy,Borivali,Glimepiride 2mg,Antidiabetic,2,35.7,71.4,Rx
TXN001139,2025-08-02,PH001,Andheri MedPlus,Andheri,Loratadine 10mg,Antihistamine,5,30.55,152.75,OTC
TXN001140,2025-08-02,PH001,Andheri MedPlus,Andheri,ORS Sachets,Electrolyte,5,8.72,43.6,OTC
TXN001141,2025-08-02,PH005,Chembur MedPlus,Chembur,Ibuprofen 400mg,Analgesic,1,18.07,18.07,OTC
TXN001142,2025-08-02,PH008,Goregaon Apollo Pharmacy,Goregaon,Losartan 50mg,Cardiovascular,3,33.11,99.33,Rx
TXN001143,2025-08-02,PH010,Vile Parle Generic Aid,Vile Parle,Doxycycline 100mg,Antibiotic,2,29.91,59.82,Rx
TXN001144,2025-08-02,PH002,Bandra Apollo Pharmacy,Bandra,Doxycycline 100mg,Antibiotic,4,32.58,130.32,Rx
TXN001145,2025-08-02,PH005,Chembur MedPlus,Chembur,Omeprazole 20mg,Gastrointestinal,3,18.27,54.81,OTC
TXN001146,2025-08-02,PH012,Worli Generic Aid,Worli,Ibuprofen 400mg,Analgesic,1,18.12,18.12,OTC
TXN001147,2025-08-02,PH004,Powai MedPlus,Powai,Pantoprazole 40mg,Gastrointestinal,4,25.23,100.92,Rx
TXN001148,2025-08-02,PH007,Thane City Chemist,Thane,Metformin 500mg,Antidiabetic,1,21.06,21.06,Rx
TXN001149,2025-08-02,PH003,Dadar MedPlus,Dadar,Azithromycin 500mg,Antibiotic,2,87.95,175.9,Rx
TXN001150,2025-08-02,PH006,Borivali Apollo Pharmacy,Borivali,Vitamin D3 60K,Supplement,4,33.44,133.76,OTC
TXN001151,2025-08-02,PH006,Borivali Apollo Pharmacy,Borivali,Calamine Lotion,Personal Care,2,63.11,126.22,OTC
TXN001152,2025-08-02,PH012,Worli Generic Aid,Worli,Levothyroxine 50mcg,Hormonal,5,29.59,147.95,Rx
TXN001153,2025-08-02,PH010,Vile Parle Generic Aid,Vile Parle,Pantoprazole 40mg,Gastrointestinal,5,23.46,117.3,Rx
TXN001154,2025-08-02,PH004,Powai MedPlus,Powai,Vitamin C 500mg,Supplement,4,24.24,96.96,OTC
TXN001155,2025-08-02,PH008,Goregaon Apollo Pharmacy,Goregaon,Omeprazole 20mg,Gastrointestinal,4,19.0,76.0,OTC
TXN001156,2025-08-02,PH008,Goregaon Apollo Pharmacy,Goregaon,Ibuprofen 400mg,Analgesic,1,17.38,17.38,OTC
TXN001157,2025-08-02,PH004,Powai MedPlus,Powai,Ranitidine 150mg,Gastrointestinal,3,14.63,43.89,OTC
TXN001158,2025-08-02,PH009,Malad City Chemist,Malad,Atorvastatin 10mg,Cardiovascular,5,38.29,191.45,Rx
TXN001159,2025-08-02,PH010,Vile Parle Generic Aid,Vile Parle,Ciprofloxacin 500mg,Antibiotic,5,38.94,194.7,Rx
TXN001160,2025-08-02,PH006,Borivali Apollo Pharmacy,Borivali,Levothyroxine 50mcg,Hormonal,4,30.24,120.96,Rx
TXN001161,2025-08-02,PH006,Borivali Apollo Pharmacy,Borivali,Ibuprofen 400mg,Analgesic,3,18.34,55.02,OTC
TXN001162,2025-08-02,PH010,Vile Parle Generic Aid,Vile Parle,Levothyroxine 50mcg,Hormonal,2,29.26,58.52,Rx
TXN001163,2025-08-02,PH002,Bandra Apollo Pharmacy,Bandra,Multivitamin Tablets,Supplement,3,95.52,286.56,OTC
TXN001164,2025-08-02,PH006,Borivali Apollo Pharmacy,Borivali,Aspirin 75mg,Analgesic,4,10.79,43.16,OTC
TXN001165,2025-08-02,PH011,Kurla MedPlus,Kurla,Glimepiride 2mg,Antidiabetic,5,35.44,177.2,Rx
TXN001166,2025-08-02,PH006,Borivali Apollo Pharmacy,Borivali,Montelukast 10mg,Antihistamine,5,151.86,759.3,Rx
TXN001167,2025-08-02,PH003,Dadar MedPlus,Dadar,Albuterol Inhaler,Respiratory,2,216.0,432.0,Rx
TXN001168,2025-08-02,PH011,Kurla MedPlus,Kurla,Atorvastatin 10mg,Cardiovascular,1,43.22,43.22,Rx
TXN001169,2025-08-02,PH003,Dadar MedPlus,Dadar,Levothyroxine 50mcg,Hormonal,1,29.94,29.94,Rx
TXN001170,2025-08-02,PH012,Worli Generic Aid,Worli,ORS Sachets,Electrolyte,5,7.64,38.2,OTC
TXN001171,2025-08-02,PH006,Borivali Apollo Pharmacy,Borivali,Doxycycline 100mg,Antibiotic,1,29.11,29.11,Rx
TXN001172,2025-08-03,PH003,Dadar MedPlus,Dadar,Glimepiride 2mg,Antidiabetic,4,38.37,153.48,Rx
TXN001173,2025-08-03,PH012,Worli Generic Aid,Worli,Montelukast 10mg,Antihistamine,4,151.39,605.56,Rx
TXN001174,2025-08-03,PH012,Worli Generic Aid,Worli,Paracetamol 500mg,Analgesic,1,13.0,13.0,OTC
TXN001175,2025-08-03,PH010,Vile Parle Generic Aid,Vile Parle,Glimepiride 2mg,Antidiabetic,4,33.48,133.92,Rx
TXN001176,2025-08-03,PH010,Vile Parle Generic Aid,Vile Parle,Ibuprofen 400mg,Analgesic,5,17.26,86.3,OTC
TXN001177,2025-08-03,PH006,Borivali Apollo Pharmacy,Borivali,Calamine Lotion,Personal Care,2,67.05,134.1,OTC
TXN001178,2025-08-03,PH010,Vile Parle Generic Aid,Vile Parle,Doxycycline 100mg,Antibiotic,5,31.6,158.0,Rx
TXN001179,2025-08-03,PH002,Bandra Apollo Pharmacy,Bandra,Calamine Lotion,Personal Care,5,65.45,327.25,OTC
TXN001180,2025-08-03,PH006,Borivali Apollo Pharmacy,Borivali,Albuterol Inhaler,Respiratory,2,209.64,419.28,Rx
TXN001181,2025-08-03,PH006,Borivali Apollo Pharmacy,Borivali,Loratadine 10mg,Antihistamine,4,30.59,122.36,OTC
TXN001182,2025-08-03,PH002,Bandra Apollo Pharmacy,Bandra,Vitamin C 500mg,Supplement,3,25.6,76.8,OTC
TXN001183,2025-08-03,PH011,Kurla MedPlus,Kurla,Albuterol Inhaler,Respiratory,1,238.9,238.9,Rx
TXN001184,2025-08-03,PH008,Goregaon Apollo Pharmacy,Goregaon,Paracetamol 500mg,Analgesic,4,11.42,45.68,OTC
TXN001185,2025-08-03,PH004,Powai MedPlus,Powai,Levothyroxine 50mcg,Hormonal,3,30.29,90.87,Rx
TXN001186,2025-08-03,PH005,Chembur MedPlus,Chembur,Vitamin D3 60K,Supplement,2,32.89,65.78,OTC
TXN001187,2025-08-03,PH001,Andheri MedPlus,Andheri,Ibuprofen 400mg,Analgesic,1,17.94,17.94,OTC
TXN001188,2025-08-03,PH012,Worli Generic Aid,Worli,Insulin Glargine,Antidiabetic,4,445.54,1782.16,Rx
TXN001189,2025-08-03,PH007,Thane City Chemist,Thane,Atorvastatin 10mg,Cardiovascular,1,41.13,41.13,Rx
TXN001190,2025-08-03,PH006,Borivali Apollo Pharmacy,Borivali,Omeprazole 20mg,Gastrointestinal,2,19.41,38.82,OTC
TXN001191,2025-08-03,PH008,Goregaon Apollo Pharmacy,Goregaon,Vitamin D3 60K,Supplement,5,30.77,153.85,OTC
TXN001192,2025-08-03,PH011,Kurla MedPlus,Kurla,Salbutamol Syrup,Respiratory,1,53.24,53.24,OTC
TXN001193,2025-08-03,PH003,Dadar MedPlus,Dadar,Amlodipine 5mg,Cardiovascular,5,25.03,125.15,Rx
TXN001194,2025-08-03,PH001,Andheri MedPlus,Andheri,Montelukast 10mg,Antihistamine,2,147.52,295.04,Rx
TXN001195,2025-08-03,PH005,Chembur MedPlus,Chembur,Diclofenac 50mg,Analgesic,1,22.13,22.13,Rx
TXN001196,2025-08-03,PH003,Dadar MedPlus,Dadar,ORS Sachets,Electrolyte,3,8.4,25.2,OTC
TXN001197,2025-08-03,PH012,Worli Generic Aid,Worli,Aspirin 75mg,Analgesic,5,10.96,54.8,OTC
TXN001198,2025-08-03,PH002,Bandra Apollo Pharmacy,Bandra,Loratadine 10mg,Antihistamine,3,26.7,80.1,OTC
TXN001199,2025-08-03,PH010,Vile Parle Generic Aid,Vile Parle,ORS Sachets,Electrolyte,3,8.6,25.8,OTC
TXN001200,2025-08-03,PH001,Andheri MedPlus,Andheri,Insulin Glargine,Antidiabetic,1,447.15,447.15,Rx
TXN001201,2025-08-03,PH003,Dadar MedPlus,Dadar,Ranitidine 150mg,Gastrointestinal,5,14.14,70.7,OTC
TXN001202,2025-08-03,PH003,Dadar MedPlus,Dadar,Ibuprofen 400mg,Analgesic,4,19.53,78.12,OTC
TXN001203,2025-08-03,PH004,Powai MedPlus,Powai,Ciprofloxacin 500mg,Antibiotic,5,37.4,187.0,Rx
TXN001204,2025-08-03,PH009,Malad City Chemist,Malad,Albuterol Inhaler,Respiratory,2,228.91,457.82,Rx
TXN001205,2025-08-03,PH009,Malad City Chemist,Malad,Cetirizine 10mg,Antihistamine,5,15.93,79.65,OTC
TXN001206,2025-08-03,PH005,Chembur MedPlus,Chembur,Doxycycline 100mg,Antibiotic,4,28.76,115.04,Rx
TXN001207,2025-08-03,PH007,Thane City Chemist,Thane,Pantoprazole 40mg,Gastrointestinal,2,26.36,52.72,Rx
TXN001208,2025-08-03,PH008,Goregaon Apollo Pharmacy,Goregaon,Amoxicillin 500mg,Antibiotic,5,46.33,231.65,Rx
TXN001209,2025-08-03,PH001,Andheri MedPlus,Andheri,Insulin Glargine,Antidiabetic,4,464.25,1857.0,Rx
TXN001210,2025-08-04,PH011,Kurla MedPlus,Kurla,Gabapentin 300mg,Neurological,1,128.48,128.48,Rx
TXN001211,2025-08-04,PH004,Powai MedPlus,Powai,Diclofenac 50mg,Analgesic,2,21.55,43.1,Rx
TXN001212,2025-08-04,PH003,Dadar MedPlus,Dadar,Gabapentin 300mg,Neurological,2,142.06,284.12,Rx
TXN001213,2025-08-04,PH002,Bandra Apollo Pharmacy,Bandra,Atorvastatin 10mg,Cardiovascular,1,42.69,42.69,Rx
TXN001214,2025-08-04,PH005,Chembur MedPlus,Chembur,Vitamin D3 60K,Supplement,5,31.73,158.65,OTC
TXN001215,2025-08-04,PH008,Goregaon Apollo Pharmacy,Goregaon,ORS Sachets,Electrolyte,5,8.57,42.85,OTC
TXN001216,2025-08-04,PH002,Bandra Apollo Pharmacy,Bandra,Gabapentin 300mg,Neurological,4,132.08,528.32,Rx
TXN001217,2025-08-04,PH003,Dadar MedPlus,Dadar,Metformin 500mg,Antidiabetic,4,20.93,83.72,Rx
TXN001218,2025-08-04,PH006,Borivali Apollo Pharmacy,Borivali,Azithromycin 500mg,Antibiotic,1,85.15,85.15,Rx
TXN001219,2025-08-04,PH005,Chembur MedPlus,Chembur,Amlodipine 5mg,Cardiovascular,4,25.02,100.08,Rx
TXN001220,2025-08-04,PH004,Powai MedPlus,Powai,Vitamin C 500mg,Supplement,4,25.77,103.08,OTC
TXN001221,2025-08-04,PH001,Andheri MedPlus,Andheri,Amoxicillin 500mg,Antibiotic,1,47.41,47.41,Rx
TXN001222,2025-08-04,PH011,Kurla MedPlus,Kurla,Diclofenac 50mg,Analgesic,2,21.39,42.78,Rx
TXN001223,2025-08-04,PH006,Borivali Apollo Pharmacy,Borivali,Vitamin D3 60K,Supplement,5,32.79,163.95,OTC
TXN001224,2025-08-04,PH010,Vile Parle Generic Aid,Vile Parle,Doxycycline 100mg,Antibiotic,1,30.51,30.51,Rx
TXN001225,2025-08-04,PH007,Thane City Chemist,Thane,Vitamin C 500mg,Supplement,1,27.34,27.34,OTC
TXN001226,2025-08-04,PH009,Malad City Chemist,Malad,Sertraline 50mg,Neurological,3,63.85,191.55,Rx
TXN001227,2025-08-04,PH008,Goregaon Apollo Pharmacy,Goregaon,Pantoprazole 40mg,Gastrointestinal,5,26.22,131.1,Rx
TXN001228,2025-08-04,PH008,Goregaon Apollo Pharmacy,Goregaon,Montelukast 10mg,Antihistamine,5,156.47,782.35,Rx
TXN001229,2025-08-04,PH012,Worli Generic Aid,Worli,Ibuprofen 400mg,Analgesic,2,18.58,37.16,OTC
TXN001230,2025-08-04,PH009,Malad City Chemist,Malad,Vitamin D3 60K,Supplement,5,32.6,163.0,OTC
TXN001231,2025-08-04,PH010,Vile Parle Generic Aid,Vile Parle,Amoxicillin 500mg,Antibiotic,3,43.87,131.61,Rx
TXN001232,2025-08-04,PH008,Goregaon Apollo Pharmacy,Goregaon,Azithromycin 500mg,Antibiotic,5,86.89,434.45,Rx
TXN001233,2025-08-04,PH003,Dadar MedPlus,Dadar,Ciprofloxacin 500mg,Antibiotic,5,36.38,181.9,Rx
TXN001234,2025-08-04,PH003,Dadar MedPlus,Dadar,Ibuprofen 400mg,Analgesic,1,17.47,17.47,OTC
TXN001235,2025-08-04,PH011,Kurla MedPlus,Kurla,Insulin Glargine,Antidiabetic,3,481.04,1443.12,Rx
TXN001236,2025-08-04,PH011,Kurla MedPlus,Kurla,Amoxicillin 500mg,Antibiotic,3,45.4,136.2,Rx
TXN001237,2025-08-04,PH005,Chembur MedPlus,Chembur,Loratadine 10mg,Antihistamine,4,30.63,122.52,OTC
TXN001238,2025-08-04,PH002,Bandra Apollo Pharmacy,Bandra,Aspirin 75mg,Analgesic,4,10.93,43.72,OTC
TXN001239,2025-08-04,PH007,Thane City Chemist,Thane,Omeprazole 20mg,Gastrointestinal,3,19.75,59.25,OTC
TXN001240,2025-08-04,PH005,Chembur MedPlus,Chembur,Losartan 50mg,Cardiovascular,1,31.45,31.45,Rx
TXN001241,2025-08-04,PH001,Andheri MedPlus,Andheri,Vitamin D3 60K,Supplement,5,32.5,162.5,OTC
TXN001242,2025-08-04,PH010,Vile Parle Generic Aid,Vile Parle,Losartan 50mg,Cardiovascular,3,31.25,93.75,Rx
TXN001243,2025-08-04,PH002,Bandra Apollo Pharmacy,Bandra,Insulin Glargine,Antidiabetic,2,493.73,987.46,Rx
TXN001244,2025-08-04,PH010,Vile Parle Generic Aid,Vile Parle,Pantoprazole 40mg,Gastrointestinal,4,25.79,103.16,Rx
TXN001245,2025-08-04,PH002,Bandra Apollo Pharmacy,Bandra,Calamine Lotion,Personal Care,5,70.6,353.0,OTC
TXN001246,2025-08-04,PH002,Bandra Apollo Pharmacy,Bandra,Vitamin D3 60K,Supplement,2,33.75,67.5,OTC
TXN001247,2025-08-04,PH009,Malad City Chemist,Malad,ORS Sachets,Electrolyte,3,8.23,24.69,OTC
TXN001248,2025-08-04,PH007,Thane City Chemist,Thane,Cetirizine 10mg,Antihistamine,2,16.43,32.86,OTC
TXN001249,2025-08-04,PH008,Goregaon Apollo Pharmacy,Goregaon,Pantoprazole 40mg,Gastrointestinal,5,25.88,129.4,Rx
TXN001250,2025-08-04,PH001,Andheri MedPlus,Andheri,Azithromycin 500mg,Antibiotic,4,83.9,335.6,Rx
TXN001251,2025-08-04,PH003,Dadar MedPlus,Dadar,Ranitidine 150mg,Gastrointestinal,1,14.26,14.26,OTC
TXN001252,2025-08-04,PH012,Worli Generic Aid,Worli,Glimepiride 2mg,Antidiabetic,1,34.1,34.1,Rx
TXN001253,2025-08-04,PH006,Borivali Apollo Pharmacy,Borivali,Levothyroxine 50mcg,Hormonal,2,29.84,59.68,Rx
TXN001254,2025-08-04,PH012,Worli Generic Aid,Worli,Atorvastatin 10mg,Cardiovascular,4,38.07,152.28,Rx
TXN001255,2025-08-04,PH006,Borivali Apollo Pharmacy,Borivali,Paracetamol 500mg,Analgesic,2,12.81,25.62,OTC
TXN001256,2025-08-04,PH005,Chembur MedPlus,Chembur,Montelukast 10mg,Antihistamine,4,163.34,653.36,Rx
TXN001257,2025-08-04,PH008,Goregaon Apollo Pharmacy,Goregaon,Multivitamin Tablets,Supplement,2,101.72,203.44,OTC
TXN001258,2025-08-04,PH002,Bandra Apollo Pharmacy,Bandra,Multivitamin Tablets,Supplement,5,93.41,467.05,OTC
TXN001259,2025-08-04,PH005,Chembur MedPlus,Chembur,Albuterol Inhaler,Respiratory,4,214.87,859.48,Rx
TXN001260,2025-08-04,PH006,Borivali Apollo Pharmacy,Borivali,Cetirizine 10mg,Antihistamine,3,14.82,44.46,OTC
TXN001261,2025-08-05,PH010,Vile Parle Generic Aid,Vile Parle,Gabapentin 300mg,Neurological,4,137.47,549.88,Rx
TXN001262,2025-08-05,PH008,Goregaon Apollo Pharmacy,Goregaon,Ciprofloxacin 500mg,Antibiotic,2,41.24,82.48,Rx
TXN001263,2025-08-05,PH007,Thane City Chemist,Thane,Albuterol Inhaler,Respiratory,3,240.51,721.53,Rx
TXN001264,2025-08-05,PH009,Malad City Chemist,Malad,Multivitamin Tablets,Supplement,1,90.89,90.89,OTC
TXN001265,2025-08-05,PH001,Andheri MedPlus,Andheri,Losartan 50mg,Cardiovascular,5,32.71,163.55,Rx
TXN001266,2025-08-05,PH002,Bandra Apollo Pharmacy,Bandra,Montelukast 10mg,Antihistamine,3,151.33,453.99,Rx
TXN001267,2025-08-05,PH007,Thane City Chemist,Thane,Amoxicillin 500mg,Antibiotic,5,42.97,214.85,Rx
TXN001268,2025-08-05,PH009,Malad City Chemist,Malad,ORS Sachets,Electrolyte,3,8.74,26.22,OTC
TXN001269,2025-08-05,PH003,Dadar MedPlus,Dadar,Ciprofloxacin 500mg,Antibiotic,3,37.67,113.01,Rx
TXN001270,2025-08-05,PH004,Powai MedPlus,Powai,Vitamin C 500mg,Supplement,1,26.7,26.7,OTC
TXN001271,2025-08-05,PH001,Andheri MedPlus,Andheri,Amlodipine 5mg,Cardiovascular,4,25.2,100.8,Rx
TXN001272,2025-08-05,PH006,Borivali Apollo Pharmacy,Borivali,Levothyroxine 50mcg,Hormonal,5,28.11,140.55,Rx
TXN001273,2025-08-05,PH006,Borivali Apollo Pharmacy,Borivali,Vitamin C 500mg,Supplement,4,26.93,107.72,OTC
TXN001274,2025-08-05,PH007,Thane City Chemist,Thane,Gabapentin 300mg,Neurological,1,128.21,128.21,Rx
TXN001275,2025-08-05,PH011,Kurla MedPlus,Kurla,Paracetamol 500mg,Analgesic,5,13.15,65.75,OTC
TXN001276,2025-08-05,PH008,Goregaon Apollo Pharmacy,Goregaon,Ranitidine 150mg,Gastrointestinal,2,15.06,30.12,OTC
TXN001277,2025-08-05,PH008,Goregaon Apollo Pharmacy,Goregaon,Pantoprazole 40mg,Gastrointestinal,1,22.94,22.94,Rx
TXN001278,2025-08-05,PH006,Borivali Apollo Pharmacy,Borivali,Azithromycin 500mg,Antibiotic,2,92.94,185.88,Rx
TXN001279,2025-08-05,PH005,Chembur MedPlus,Chembur,Albuterol Inhaler,Respiratory,2,231.43,462.86,Rx
TXN001280,2025-08-05,PH002,Bandra Apollo Pharmacy,Bandra,Montelukast 10mg,Antihistamine,1,163.89,163.89,Rx
TXN001281,2025-08-05,PH001,Andheri MedPlus,Andheri,Azithromycin 500mg,Antibiotic,5,89.92,449.6,Rx
TXN001282,2025-08-05,PH004,Powai MedPlus,Powai,Multivitamin Tablets,Supplement,3,96.34,289.02,OTC
TXN001283,2025-08-05,PH004,Powai MedPlus,Powai,Sertraline 50mg,Neurological,4,63.83,255.32,Rx
TXN001284,2025-08-05,PH011,Kurla MedPlus,Kurla,Insulin Glargine,Antidiabetic,3,437.21,1311.63,Rx
TXN001285,2025-08-05,PH011,Kurla MedPlus,Kurla,Paracetamol 500mg,Analgesic,2,13.01,26.02,OTC
TXN001286,2025-08-05,PH003,Dadar MedPlus,Dadar,Gabapentin 300mg,Neurological,5,139.45,697.25,Rx
TXN001287,2025-08-05,PH001,Andheri MedPlus,Andheri,Doxycycline 100mg,Antibiotic,2,32.5,65.0,Rx
TXN001288,2025-08-05,PH005,Chembur MedPlus,Chembur,Levothyroxine 50mcg,Hormonal,2,27.46,54.92,Rx
TXN001289,2025-08-05,PH011,Kurla MedPlus,Kurla,Cetirizine 10mg,Antihistamine,5,14.82,74.1,OTC
TXN001290,2025-08-05,PH007,Thane City Chemist,Thane,Multivitamin Tablets,Supplement,3,98.71,296.13,OTC
TXN001291,2025-08-06,PH005,Chembur MedPlus,Chembur,Ciprofloxacin 500mg,Antibiotic,3,38.99,116.97,Rx
TXN001292,2025-08-06,PH011,Kurla MedPlus,Kurla,Losartan 50mg,Cardiovascular,3,30.86,92.58,Rx
TXN001293,2025-08-06,PH007,Thane City Chemist,Thane,Pantoprazole 40mg,Gastrointestinal,3,25.81,77.43,Rx
TXN001294,2025-08-06,PH009,Malad City Chemist,Malad,Sertraline 50mg,Neurological,5,63.54,317.7,Rx
TXN001295,2025-08-06,PH006,Borivali Apollo Pharmacy,Borivali,Omeprazole 20mg,Gastrointestinal,5,19.18,95.9,OTC
TXN001296,2025-08-06,PH010,Vile Parle Generic Aid,Vile Parle,Montelukast 10mg,Antihistamine,2,161.06,322.12,Rx
TXN001297,2025-08-06,PH002,Bandra Apollo Pharmacy,Bandra,Atorvastatin 10mg,Cardiovascular,2,43.26,86.52,Rx
TXN001298,2025-08-06,PH005,Chembur MedPlus,Chembur,Gabapentin 300mg,Neurological,5,130.0,650.0,Rx
TXN001299,2025-08-06,PH005,Chembur MedPlus,Chembur,Cetirizine 10mg,Antihistamine,5,14.33,71.65,OTC
TXN001300,2025-08-06,PH011,Kurla MedPlus,Kurla,Montelukast 10mg,Antihistamine,5,159.72,798.6,Rx
TXN001301,2025-08-06,PH009,Malad City Chemist,Malad,Salbutamol Syrup,Respiratory,1,57.12,57.12,OTC
TXN001302,2025-08-06,PH001,Andheri MedPlus,Andheri,Vitamin D3 60K,Supplement,4,32.91,131.64,OTC
TXN001303,2025-08-06,PH010,Vile Parle Generic Aid,Vile Parle,Glimepiride 2mg,Antidiabetic,5,37.05,185.25,Rx
TXN001304,2025-08-06,PH011,Kurla MedPlus,Kurla,Amoxicillin 500mg,Antibiotic,5,44.8,224.0,Rx
TXN001305,2025-08-06,PH011,Kurla MedPlus,Kurla,Atorvastatin 10mg,Cardiovascular,3,43.3,129.9,Rx
TXN001306,2025-08-06,PH005,Chembur MedPlus,Chembur,Calamine Lotion,Personal Care,4,71.18,284.72,OTC
TXN001307,2025-08-06,PH007,Thane City Chemist,Thane,Albuterol Inhaler,Respiratory,3,230.88,692.64,Rx
TXN001308,2025-08-06,PH012,Worli Generic Aid,Worli,Pantoprazole 40mg,Gastrointestinal,1,25.85,25.85,Rx
TXN001309,2025-08-06,PH006,Borivali Apollo Pharmacy,Borivali,Albuterol Inhaler,Respiratory,2,219.0,438.0,Rx
TXN001310,2025-08-06,PH011,Kurla MedPlus,Kurla,Omeprazole 20mg,Gastrointestinal,5,19.02,95.1,OTC
TXN001311,2025-08-06,PH008,Goregaon Apollo Pharmacy,Goregaon,Calamine Lotion,Personal Care,3,64.4,193.2,OTC
TXN001312,2025-08-06,PH006,Borivali Apollo Pharmacy,Borivali,Losartan 50mg,Cardiovascular,1,32.18,32.18,Rx
TXN001313,2025-08-06,PH003,Dadar MedPlus,Dadar,Vitamin C 500mg,Supplement,3,27.5,82.5,OTC
TXN001314,2025-08-06,PH009,Malad City Chemist,Malad,Azithromycin 500mg,Antibiotic,4,93.31,373.24,Rx
TXN001315,2025-08-06,PH008,Goregaon Apollo Pharmacy,Goregaon,Amoxicillin 500mg,Antibiotic,5,46.41,232.05,Rx
TXN001316,2025-08-06,PH012,Worli Generic Aid,Worli,Vitamin D3 60K,Supplement,1,32.23,32.23,OTC
TXN001317,2025-08-06,PH003,Dadar MedPlus,Dadar,Sertraline 50mg,Neurological,2,63.38,126.76,Rx
TXN001318,2025-08-06,PH011,Kurla MedPlus,Kurla,Aspirin 75mg,Analgesic,3,9.9,29.7,OTC
TXN001319,2025-08-06,PH004,Powai MedPlus,Powai,Albuterol Inhaler,Respiratory,1,217.87,217.87,Rx
TXN001320,2025-08-06,PH007,Thane City Chemist,Thane,Vitamin D3 60K,Supplement,2,32.71,65.42,OTC
TXN001321,2025-08-06,PH006,Borivali Apollo Pharmacy,Borivali,Cetirizine 10mg,Antihistamine,1,15.6,15.6,OTC
TXN001322,2025-08-06,PH008,Goregaon Apollo Pharmacy,Goregaon,Multivitamin Tablets,Supplement,4,99.26,397.04,OTC
TXN001323,2025-08-06,PH001,Andheri MedPlus,Andheri,Multivitamin Tablets,Supplement,3,101.07,303.21,OTC
TXN001324,2025-08-07,PH010,Vile Parle Generic Aid,Vile Parle,Ranitidine 150mg,Gastrointestinal,1,13.66,13.66,OTC
TXN001325,2025-08-07,PH004,Powai MedPlus,Powai,Losartan 50mg,Cardiovascular,1,34.88,34.88,Rx
TXN001326,2025-08-07,PH011,Kurla MedPlus,Kurla,Glimepiride 2mg,Antidiabetic,2,36.91,73.82,Rx
TXN001327,2025-08-07,PH007,Thane City Chemist,Thane,Ibuprofen 400mg,Analgesic,3,19.27,57.81,OTC
TXN001328,2025-08-07,PH003,Dadar MedPlus,Dadar,Amoxicillin 500mg,Antibiotic,2,47.67,95.34,Rx
