pharmacy_id,pharmacy_name,drug_name,category,manufacturer,unit_price_inr,stock_qty,otc_or_rx
PH004,Powai MedPlus,Estilonil 10mg Tablet,Neurological,Global Care,6.59,167,Rx
PH004,Powai MedPlus,Gably 75mg Tablet,Neurological,Diligence Pharma,7.61,58,Rx
PH004,Powai MedPlus,MD Fast 10mg Tablet,Neurological,Unistar Biotech Ltd,8.36,191,Rx
PH004,Powai MedPlus,StayHappi Fluoxetine 20mg Capsule,Neurological,Sarvagunaushdhi Pvt Ltd,0.98,48,Rx
PH004,Powai MedPlus,Coxito-S 10 Tablet,Neurological,Kivi Labs Ltd,8.6,134,Rx
PH004,Powai MedPlus,Jolivel 5mg Tablet,Neurological,Torrent Pharmaceuticals Ltd,4.16,153,Rx
PH004,Powai MedPlus,Seglin NT 75mg/10mg Tablet,Neurological,Seguro Lifesciences Private Limited,18.47,109,Rx
PH004,Powai MedPlus,Neuron M 75mg Tablet,Neurological,AGM Biotec,10.36,142,Rx
PH004,Powai MedPlus,Talo 10 Tablet,Neurological,Rishab Healthcare pvt. Ltd.,5.23,212,Rx
PH004,Powai MedPlus,Cyrator 20mg Tablet,Neurological,Cyrus Remedies,13.84,115,Rx
PH004,Powai MedPlus,Clozmet 1 MD Tablet,Neurological,Emocare,4.36,154,Rx
PH004,Powai MedPlus,Zecita Plus 10 Tablet,Neurological,Vyomax Lifesciences Pvt Ltd,11.14,167,Rx
PH004,Powai MedPlus,Eminaz 0.25mg Tablet,Neurological,Emenox Healthcare,2.18,25,Rx
PH004,Powai MedPlus,Dedep 20mg Tablet,Neurological,S P Pharma,2.19,65,Rx
PH004,Powai MedPlus,Aknerv-G Tablet,Neurological,Akmed Biotech,10.54,130,Rx
PH004,Powai MedPlus,Priux 75mg Capsule,Neurological,Ajanta Pharma Ltd,14.09,96,Rx
PH004,Powai MedPlus,Censpram 20 Tablet,Neurological,USV Ltd,12.97,226,Rx
PH004,Powai MedPlus,Lukobal-NT Tablet,Neurological,Henin Lukinz Pvt Ltd,14.17,179,Rx
PH004,Powai MedPlus,Thyrid 50mcg Tablet,Hormonal,In Med Therapeutics,1.1,122,Rx
PH004,Powai MedPlus,Euthyrox 75 Tablet,Hormonal,Merck Ltd,1.6,146,Rx
PH004,Powai MedPlus,Rexusnorm 100 Tablet,Hormonal,Rexus Healthcare,1.29,10,Rx
PH004,Powai MedPlus,Sunthyroid 100mcg Tablet,Hormonal,Akumentis Healthcare Ltd,23.54,73,Rx
PH004,Powai MedPlus,Thyroup 50 Tablet,Hormonal,Lupin Ltd,1.13,219,Rx
PH004,Powai MedPlus,Thyramax 75mcg Tablet,Hormonal,Astonea Labs Private Limited,1.43,228,Rx
PH004,Powai MedPlus,Thyramax 150mcg Tablet,Hormonal,Astonea Labs Private Limited,1.64,54,Rx
PH004,Powai MedPlus,L-Thyro 25 Tablet,Hormonal,Zargan Healthcare,1.18,142,Rx
PH004,Powai MedPlus,Thyronorm 88mcg Tablet,Hormonal,Abbott,2.14,103,Rx
PH004,Powai MedPlus,Thyrocut 125 Tablet,Hormonal,Care Formulation Labs Pvt Ltd,1.77,59,Rx
PH004,Powai MedPlus,Thyronil 150mcg Tablet,Hormonal,East West Pharma,1.6,11,Rx
PH004,Powai MedPlus,Thyrocare 50mcg Tablet,Hormonal,Elder Pharmaceuticals Ltd,0.9,79,Rx
PH004,Powai MedPlus,Thyroban 50mcg Tablet,Hormonal,Bangalore Antibiotics & Biologicals Pvt Ltd,1.2,2,Rx
PH004,Powai MedPlus,Euthyrox 100 Tablet,Hormonal,Merck Ltd,1.65,106,Rx
PH004,Powai MedPlus,Thyroblu 25mcg Tablet,Hormonal,Bluewaterresearch,1.23,160,Rx
PH004,Powai MedPlus,Thyromed 75mcg Tablet,Hormonal,Comed Chemicals Ltd,1.52,246,Rx
PH004,Powai MedPlus,Thyrocloud 75 Tablet,Hormonal,Mendcure Life Sciences Pvt Ltd,1.32,100,Rx
PH004,Powai MedPlus,Thyrox 75 Tablet,Hormonal,Macleods Pharmaceuticals Pvt Ltd,1.74,175,Rx
PH004,Powai MedPlus,Thyrolix 100mcg Tablet,Hormonal,Elixir Life Care Pvt Ltd,1.13,3,Rx
PH004,Powai MedPlus,Thyrosoft 50mcg Tablet,Hormonal,Hauz Pharma Pvt Ltd,1.13,109,Rx
PH004,Powai MedPlus,Thyrox 12.5 Tablet,Hormonal,Macleods Pharmaceuticals Pvt Ltd,1.54,31,Rx
PH004,Powai MedPlus,Thyromed 100mcg Tablet,Hormonal,Comed Chemicals Ltd,1.24,138,Rx
PH004,Powai MedPlus,Thyroup 175mcg Tablet,Hormonal,Lupin Ltd,1.22,15,Rx
PH004,Powai MedPlus,Lethyrox 100 Tablet,Hormonal,Intas Pharmaceuticals Ltd,1.71,108,Rx
PH004,Powai MedPlus,Thyrozip 75mcg Tablet,Hormonal,Remedial Healthcare,1.81,20,Rx
PH004,Powai MedPlus,Thyropic 100mcg Tablet,Hormonal,Puremed Biotech,1.36,161,Rx
PH004,Powai MedPlus,Thyrosoft 25mcg Tablet,Hormonal,Hauz Pharma Pvt Ltd,1.18,101,Rx
PH004,Powai MedPlus,Eltroxin 75mcg Tablet,Hormonal,Glaxo SmithKline Pharmaceuticals Ltd,1.84,58,Rx
PH004,Powai MedPlus,Thyrox 150 Tablet,Hormonal,Macleods Pharmaceuticals Pvt Ltd,1.81,26,Rx
PH004,Powai MedPlus,Thyramax 50mcg Tablet,Hormonal,Astonea Labs Private Limited,1.11,130,Rx
PH004,Powai MedPlus,Thyroprime 75mcg Tablet,Hormonal,Primus Remedies Pvt Ltd,1.41,24,Rx
PH004,Powai MedPlus,L-Thyro 75 Tablet,Hormonal,Zargan Healthcare,1.48,153,Rx
PH004,Powai MedPlus,Euthyroid 100 Tablet,Hormonal,Akumentis Healthcare Ltd,29.9,132,Rx
PH004,Powai MedPlus,Thyrine 100mcg Tablet,Hormonal,Olcare Laboratories,1.49,219,Rx
PH004,Powai MedPlus,Tusnov-L Syrup,Respiratory,NovoLilly Pharmaceutical Pvt Ltd,1.09,115,OTC
PH004,Powai MedPlus,Asthacure Plus Tablet,Respiratory,Swiss Pharma Pvt Ltd,1.07,133,OTC
PH004,Powai MedPlus,Nebzmart FB 1mg Smartules 2ml,Respiratory,Glenmark Pharmaceuticals Ltd,66.27,171,OTC
PH004,Powai MedPlus,Ibinide 200 Nexcap,Respiratory,Indiabulls pharmaceutical ltd,6.57,193,OTC
PH004,Powai MedPlus,Arnikof LS Syrup,Respiratory,Arnee Life Science,0.94,107,OTC
PH004,Powai MedPlus,Gla Syrup,Respiratory,Ashwa Healthcare,0.67,215,OTC
PH004,Powai MedPlus,Alrocuf LS Syrup,Respiratory,Alrosa Pharmaceuticals Pvt Ltd,0.71,130,OTC
PH004,Powai MedPlus,Kufstil Syrup,Respiratory,SBS Biosciences,0.92,29,OTC
PH004,Powai MedPlus,Durabec Breath Inhaler,Respiratory,Raptakos Brett & Co Ltd,6.16,20,OTC
PH004,Powai MedPlus,Nishkuf-LS Syrup,Respiratory,Ronish Bioceuticals,0.7,217,OTC
PH004,Powai MedPlus,Flozone 6mcg/250mcg Inhaler,Respiratory,Systacare Remedies,3.59,212,OTC
PH004,Powai MedPlus,Cheston LS Syrup Sugar Free,Respiratory,Cipla Ltd,0.95,33,OTC
PH004,Powai MedPlus,Formicort-FT Capsule,Respiratory,Menrik Biomerge Pvt Ltd,11.58,174,OTC
PH004,Powai MedPlus,Combimist-L CFC Free Inhaler,Respiratory,Zydus Cadila,1.56,74,OTC
PH004,Powai MedPlus,Coffson LS Syrup,Respiratory,Alson Pharma Private Limited,0.8,175,OTC
PH004,Powai MedPlus,Budesule 0.5mg Respules,Respiratory,Windlas Biotech Ltd,12.53,16,OTC
PH004,Powai MedPlus,Formonide 400 Novocart,Respiratory,Zydus Cadila,5.67,138,OTC
PH004,Powai MedPlus,Formonide 100 Inhaler,Respiratory,Zydus Cadila,2.6,90,OTC
PH004,Powai MedPlus,Salbuton 4 Tablet,Respiratory,PLG Pharmaceutical,4.23,211,OTC
PH004,Powai MedPlus,Duojet LD 0.63mg/500mcg Respules,Respiratory,Brinton Pharmaceuticals Pvt Ltd,6.83,161,OTC
PH004,Powai MedPlus,Etabol Tablet,Respiratory,Hamax Pharmaceuticals,1.18,167,OTC
PH004,Powai MedPlus,Ambrosal LS Syrup,Respiratory,Capri Pharmaceuticals,0.65,46,OTC
PH004,Powai MedPlus,Formonide 6mcg/100mcg Respicap,Respiratory,Zydus Cadila,4.44,200,OTC
PH004,Powai MedPlus,Duolin Forte Inhaler,Respiratory,Cipla Ltd,2.09,0,OTC
PH004,Powai MedPlus,Magnakof-LS Syrup,Respiratory,Mankind Pharma Ltd,1.21,86,OTC
PH004,Powai MedPlus,Uniresp 300mg Tablet,Respiratory,Algen Healthcare Limited,3.47,66,OTC
PH004,Powai MedPlus,Cofsy LS Oral Drops,Respiratory,Skymax Life Science Pvt Ltd,3.73,152,OTC
PH004,Powai MedPlus,Foracort Inhaler 200,Respiratory,Cipla Ltd,3.18,142,OTC
PH004,Powai MedPlus,Aqukof-LS Syrup,Respiratory,Aquver Pharma Private Limited,0.85,226,OTC
PH004,Powai MedPlus,Aerozest 0.31mg Respules (2.5 ml each),Respiratory,Macleods Pharmaceuticals Pvt Ltd,3.08,180,OTC
PH004,Powai MedPlus,Levobrex Kid Syrup,Respiratory,Agex Laboratories Pvt Ltd,1.19,141,OTC
PH004,Powai MedPlus,Pediakof LS Syrup,Respiratory,Medmate Life Science Private,1.23,144,OTC
PH004,Powai MedPlus,Respire Syrup,Respiratory,Meditouch Wellness,0.98,98,OTC
PH004,Powai MedPlus,Unicontin-E 400 Tablet CR,Respiratory,Modi Mundi Pharma Pvt Ltd,19.76,206,OTC
PH004,Powai MedPlus,Budesal 1mg Respule 2ml,Respiratory,Cipla Ltd,54.38,224,OTC
PH004,Powai MedPlus,Wytrol Capsule,Supplement,Pfizer Ltd,19.63,218,OTC
PH004,Powai MedPlus,Bio Cal-D 1000mg/200IU Tablet,Supplement,Bio Drugs Laboratories Pvt Ltd,2.48,90,OTC
PH004,Powai MedPlus,Axifer 100mg Injection,Supplement,Medihealth Lifesciences Pvt. Ltd.,79.8,45,Rx
PH004,Powai MedPlus,Alferon XT 20mg Injection,Supplement,Alarius Healthcare,208.09,99,Rx
PH004,Powai MedPlus,Thiamo 100mg Injection,Supplement,Remark Healthcare,28.37,189,Rx
PH004,Powai MedPlus,NVM-LC Tablet,Supplement,Seagull Pharmaceutical Pvt Ltd,17.91,29,OTC
PH004,Powai MedPlus,Caldovis 500mg Capsule,Supplement,Salvador Visiontech,13.21,83,OTC
PH004,Powai MedPlus,Ferofe 100mg Injection,Supplement,Alive Healthcare,8.19,167,Rx
PH004,Powai MedPlus,Richcalvit Tablet,Supplement,CL Reddy Health Care,6.51,153,OTC
PH004,Powai MedPlus,New Sunbless C Tablet,Supplement,Zydus Cadila,16.14,149,OTC
PH004,Powai MedPlus,Redion 100mg Injection,Supplement,Innovative Pharmaceuticals,50.16,82,Rx
PH004,Powai MedPlus,Zincobus 100mg Injection,Supplement,Globus Remedies Ltd,285.8,130,Rx
PH004,Powai MedPlus,Uniron S 100mg Injection,Supplement,Unijules Life Science Ltd,266.68,200,Rx
PH004,Powai MedPlus,Folifred Tablet,Supplement,Fredun Pharmaceuticals Limited,1.66,172,OTC
PH004,Powai MedPlus,H 2 T-Active Injection,Supplement,Uvkan Healthcare Pvt Ltd,88.97,62,Rx
PH004,Powai MedPlus,Rolifol-Dha Softgel Capsule,Supplement,Rollick Healthcare Pvt Ltd,14.9,123,OTC
PH004,Powai MedPlus,Hibone-D Oral Drops,Supplement,Salsim Pharma Pvt Ltd,3.62,18,OTC
PH004,Powai MedPlus,Dobce 500mg Capsule,Supplement,Dermakare Pharmaceuticals Pvt Ltd,14.76,141,OTC
PH004,Powai MedPlus,Hemifill 50mg Injection,Supplement,Remedial Healthcare,69.93,180,Rx
PH004,Powai MedPlus,Vinoferon-S 5 Injection,Supplement,Vintas Pharmaceuticals Pvt. Ltd.,48.13,167,Rx
PH004,Powai MedPlus,Sioneuron Forte Injection,Supplement,Albert David Ltd,3.5,8,Rx
PH004,Powai MedPlus,Ferhance Tablet,Supplement,Hegde and Hegde Pharmaceutical LLP,8.49,119,OTC
PH004,Powai MedPlus,Irovis Injection,Supplement,Dolvis Bio Pharma Pvt Ltd,54.86,141,Rx
PH004,Powai MedPlus,Trinurosol HP 1000mg Injection,Supplement,Wockhardt Ltd,11.65,226,Rx
PH004,Powai MedPlus,Feromaxx 100mg Injection,Supplement,Maxx Farmacia (India) Lip,44.96,77,Rx
PH004,Powai MedPlus,Torget Plus 10 Tablet,Supplement,Zydus Cadila,12.4,195,OTC
PH004,Powai MedPlus,Fenora-S 100mg Injection,Supplement,Neiss Labs Pvt Ltd,240.02,219,Rx
PH004,Powai MedPlus,Imunofer 100mg Injection,Supplement,Tamman Titoe Pharma Pvt Ltd,55.88,104,Rx
PH004,Powai MedPlus,Asthim 50mg Injection,Supplement,Aspen Pharma,5.31,85,Rx
PH004,Powai MedPlus,Ferixym 500mg Injection,Supplement,Zydus Cadila,2055.23,126,Rx
PH004,Powai MedPlus,Ostabar Tablet,Supplement,JVG Pharmaceuticals,13.63,15,OTC
PH004,Powai MedPlus,I Ten 100mg Injection,Supplement,Feron Healthcare Pvt Ltd,50.11,112,Rx
PH004,Powai MedPlus,Fastovorin 50mg Injection,Supplement,Alkem Laboratories Ltd,315.68,11,Rx
PH004,Powai MedPlus,Dyferol 100mg Injection,Supplement,Medna Biotech Private Limited,259.33,63,Rx
PH004,Powai MedPlus,Nurox Injection,Supplement,Insta Care Lifescience,57.06,212,Rx
PH004,Powai MedPlus,Betsalic Lotion,Dermatological,East West Pharma,2.64,68,OTC
PH004,Powai MedPlus,Momenta 0.10% Cream,Dermatological,NuLife Pharmaceuticals,26.97,100,OTC
PH004,Powai MedPlus,Solubin C Eye Drop,Dermatological,Perk Pharmaceuticals Ltd,2.89,160,OTC
PH004,Powai MedPlus,Danket Shampoo,Dermatological,Dermo Care Laboratories,3.51,200,OTC
PH004,Powai MedPlus,Decdan B 4mg/ml Injection,Dermatological,Wockhardt Ltd,5.26,67,Rx
PH004,Powai MedPlus,Kcz Soap,Dermatological,Nitro Organics,1.87,225,OTC
PH004,Powai MedPlus,Ketza Soap,Dermatological,Pluzine Healthcare,1.2,64,OTC
PH004,Powai MedPlus,Betaderm Z Cream,Dermatological,P and  P Dermaceuticals Pvt Ltd,2.66,86,OTC
PH004,Powai MedPlus,Alerkim Forte 1mg Tablet,Dermatological,Kim Lab,0.68,75,OTC
PH004,Powai MedPlus,Keygraf 1 Capsule,Dermatological,Anthem Biopharma,46.34,173,OTC
PH004,Powai MedPlus,Finuris Cream,Dermatological,Dr Kumars Pharmaceuticals,10.48,104,OTC
PH004,Powai MedPlus,Betagel,Dermatological,Micro Labs Ltd,0.64,51,OTC
PH004,Powai MedPlus,Canazole Dusting Powder,Dermatological,Lupin Ltd,1.11,231,OTC
PH004,Powai MedPlus,Tcoglob 5mg Capsule,Dermatological,Globela Pharma Pvt Ltd,193.29,37,OTC
PH004,Powai MedPlus,Clolite S Lotion,Dermatological,La Med India,3.21,156,OTC
PH004,Powai MedPlus,Clofresh GM Neo Cream,Dermatological,Smart Laboratories Pvt Ltd,4.77,54,OTC
PH004,Powai MedPlus,Clobesol-N Cream,Dermatological,Kiansons Formulation Pvt Ltd,3.42,27,OTC
PH004,Powai MedPlus,Clotax S Cream,Dermatological,Biocorp Life Sciences Pvt Ltd,3.5,75,OTC
PH004,Powai MedPlus,Zolyn Dusting Powder,Dermatological,Lynderma Pharmaceuticals,1.28,85,OTC
PH004,Powai MedPlus,Sureket Cream,Dermatological,Surewin Healthcare,5.21,215,OTC
PH004,Powai MedPlus,Candid KZ Soap,Dermatological,Glenmark Pharmaceuticals Ltd,2.37,182,OTC
PH004,Powai MedPlus,Apodruff Shampoo,Dermatological,Apotex Lifesciences,2.2,71,OTC
PH004,Powai MedPlus,Clobeta GM Cream,Dermatological,Laborate Pharmaceuticals India Ltd,5.92,5,OTC
PH004,Powai MedPlus,Keto Cream,Dermatological,Med Manor Organics Pvt Ltd,7.86,209,OTC
PH004,Powai MedPlus,Kezol Lotion,Dermatological,West-Coast Pharmaceutical Works Ltd,1.81,11,OTC
PH004,Powai MedPlus,Praisvate S 6 Ointment,Dermatological,Praise Pharma,5.26,26,OTC
PH004,Powai MedPlus,Monovate Lotion,Dermatological,Mefro Pharmaceuticals Pvt Ltd,1.22,123,OTC
PH004,Powai MedPlus,Momeflo Nasal Spray,Dermatological,Lupin Ltd,39.88,184,OTC
PH004,Powai MedPlus,Moldex Ointment,Dermatological,Medix Biocare,4.1,240,OTC
PH004,Powai MedPlus,Ketokem Medicated Anti-fungal Soap,Dermatological,Alkem Laboratories Ltd,1.55,141,OTC
PH004,Powai MedPlus,Canazole 1% Ear Drop,Dermatological,Lupin Ltd,1.58,236,OTC
PH004,Powai MedPlus,Salobet Ointment,Dermatological,Mohrish Pharmaceuticals,5.35,176,OTC
PH004,Powai MedPlus,Ketonol Scalp Solution,Dermatological,Nanz Med Science Pharma Ltd,2.49,229,OTC
PH004,Powai MedPlus,Geoderm G Cream,Dermatological,Geolife Sciences,2.59,112,OTC
PH004,Powai MedPlus,Xerofung-C Dusting Powder,Dermatological,Dermajoint India,2.85,42,OTC
PH004,Powai MedPlus,Momocort 0.1% Cream,Dermatological,MDC Pharmaceuticals  Pvt Ltd,5.19,96,OTC
PH004,Powai MedPlus,Clonate Lotion,Dermatological,Hegde and Hegde Pharmaceutical LLP,6.7,84,OTC
PH005,Chembur MedPlus,Justaday Capsule,Analgesic,Tas Med India Pvt Ltd,10.28,191,OTC
PH005,Chembur MedPlus,Rapinac 25mg Injection,Analgesic,Varun Life Sciences Pvt Ltd,5.65,106,Rx
PH005,Chembur MedPlus,Assmol 100mg/325mg Tablet,Analgesic,Assign Drug Industries Pvt Ltd,3.28,232,OTC
PH005,Chembur MedPlus,Aester-P Oral Suspension,Analgesic,Alester Pharma Pvt Ltd,0.87,36,OTC
PH005,Chembur MedPlus,Xpace-MR Tablet,Analgesic,Saffron Medicare Pvt Ltd,7.57,16,OTC
PH005,Chembur MedPlus,Fenobax SP 100mg/325mg/15mg Tablet,Analgesic,Baxton Pharmacia,7.33,50,OTC
PH005,Chembur MedPlus,Fenace 125mg Oral Suspension,Analgesic,Invision Medi Sciences Pvt Ltd,0.65,182,OTC
PH005,Chembur MedPlus,Ubadol-SP Tablet,Analgesic,Ubatlife Health Care,12.19,140,OTC
PH005,Chembur MedPlus,FEE Oral Drops,Analgesic,Safetech Formulation,1.42,237,OTC
PH005,Chembur MedPlus,Fenprost G 200mg/20mg Capsule SR,Analgesic,Metamorf Lifesciences,8.28,76,OTC
PH005,Chembur MedPlus,Dicloryn SP 50mg/325mg/10mg Tablet,Analgesic,Aeryn Lifesciences Pvt Ltd,7.13,44,OTC
PH005,Chembur MedPlus,Thermaset DS 250mg Oral Suspension,Analgesic,Orange Biotech Pvt Ltd,0.64,107,OTC
PH005,Chembur MedPlus,Freemol 100mg/325mg Tablet,Analgesic,Omnimol Meditechnics Pvt Ltd,5.41,71,OTC
PH005,Chembur MedPlus,Newpam Tablet,Analgesic,Medoz Pharmaceutical Pvt. Ltd,3.22,244,OTC
PH005,Chembur MedPlus,M Nac 75mg Injection,Analgesic,Mediwill Life Sciences,15.43,188,Rx
PH005,Chembur MedPlus,Aciz SP 100 mg/500 mg/10 mg Tablet,Analgesic,Ritz Pharma,6.35,44,OTC
PH005,Chembur MedPlus,Opimol 250 Oral Suspension,Analgesic,Overseas Pharma Pvt Ltd,0.72,219,OTC
PH005,Chembur MedPlus,Parapet 50mg/500mg Tablet,Analgesic,Petal Lifesciences,2.1,7,OTC
PH005,Chembur MedPlus,Mobicure MR 100mg/325mg/250mg Tablet,Analgesic,Celcure Pharmaceuticals,18.97,173,OTC
PH005,Chembur MedPlus,Aceford SP 100mg/325mg/15mg Tablet,Analgesic,Crossford Healthcare,7.76,236,OTC
PH005,Chembur MedPlus,Fenics MR 100mg/325mg/250mg Tablet,Analgesic,Alvonics Lifesciences Pvt Ltd,9.41,176,OTC
PH005,Chembur MedPlus,Napuse 250mg/10mg Tablet,Analgesic,Events Pharma,4.73,81,OTC
PH005,Chembur MedPlus,Acejeev-P 100mg/325mg Tablet,Analgesic,Jeevecam Lifescience Pvt Ltd,3.37,67,OTC
PH005,Chembur MedPlus,Aceplas P 100mg/500mg Tablet,Analgesic,Plasmid Healthcare Pvt Ltd,3.09,126,OTC
PH005,Chembur MedPlus,PAINE 50MG CAPSULE,Analgesic,Pharma Drugs & Chemicals,5.96,228,OTC
PH005,Chembur MedPlus,Diclocas 75mg Injection,Analgesic,Casca Remedies Pvt Ltd,13.95,155,Rx
PH005,Chembur MedPlus,Clopogril-AS Tablet,Analgesic,Care Formulation Labs Pvt Ltd,5.14,112,OTC
PH005,Chembur MedPlus,Fepanil 120mg/5ml Syrup,Analgesic,Veritaz Healthcare Ltd,0.61,121,OTC
PH005,Chembur MedPlus,Papol T 325mg/37.5mg Tablet,Analgesic,Notus Pharmaceuticals Pvt Ltd,6.86,40,OTC
PH005,Chembur MedPlus,Spade AP 100mg/325mg/15mg Tablet,Analgesic,Med Manor Organics Pvt Ltd,9.03,190,OTC
PH005,Chembur MedPlus,Aci-SP 100mg/500mg/15mg Tablet,Analgesic,Polard Healthcare,6.37,201,OTC
PH005,Chembur MedPlus,NAC SR 150 Tablet,Analgesic,Systopic Laboratories Pvt Ltd,5.84,74,OTC
PH005,Chembur MedPlus,Aspo 75 Tablet,Analgesic,Zeelab Pharmacy Pvt Ltd,0.64,141,OTC
PH005,Chembur MedPlus,Aclotec Plus 100 mg/500 mg Tablet,Analgesic,Targof Pure Drugs Td,2.89,117,OTC
PH005,Chembur MedPlus,Fenzec 75mg Injection,Analgesic,M.M Pharma,13.93,38,Rx
PH005,Chembur MedPlus,Nam Safe Plus Syrup,Analgesic,Lincoln Pharmaceuticals Ltd,0.73,83,OTC
PH005,Chembur MedPlus,Fusy CV 500mg/125mg Tablet,Antibiotic,Biosys Medisciences,79.46,116,Rx
PH005,Chembur MedPlus,Voxquin OZ 250mg/500mg Tablet,Antibiotic,Werke Healthcare,9.57,165,Rx
PH005,Chembur MedPlus,Azibey 500mg Tablet,Antibiotic,Abbey Health Care Pvt Ltd,18.5,93,Rx
PH005,Chembur MedPlus,Azigrand 250mg Tablet,Antibiotic,Novalab Healthcare Pvt Ltd,10.37,80,Rx
PH005,Chembur MedPlus,Kleen Gel,Antibiotic,Syswin Pharmaceuticals Pvt Ltd,8.05,11,Rx
PH005,Chembur MedPlus,Levohex 500mg Tablet,Antibiotic,Hexal Pharmaceuticals,7.79,64,Rx
PH005,Chembur MedPlus,Omeflox Eye Drop,Antibiotic,Entod Pharmaceuticals Ltd,8.46,206,Rx
PH005,Chembur MedPlus,Wiz LB 100mg Tablet DT,Antibiotic,Cure Kelvin,7.29,212,Rx
PH005,Chembur MedPlus,Ozzymycin 500mg Tablet,Antibiotic,Henry Pharmaceuticals,27.55,126,Rx
PH005,Chembur MedPlus,Aglocin 500mg Tablet,Antibiotic,Egis Healthcare,3.94,22,Rx
PH005,Chembur MedPlus,Metoni O Oral Suspension,Antibiotic,Seepi Pharma Pvt Ltd,1.44,37,Rx
PH005,Chembur MedPlus,Polyclav-DS Tablet,Antibiotic,Macleods Pharmaceuticals Pvt Ltd,19.45,181,Rx
PH005,Chembur MedPlus,Cefixwell OF Dry Syrup,Antibiotic,Everwell Pharma Pvt Ltd,2.97,163,Rx
PH005,Chembur MedPlus,Cipromid TZ 300 Tablet,Antibiotic,Midas Healthcare Ltd,6.62,118,Rx
PH005,Chembur MedPlus,Ofloxemm-OZ Tablet,Antibiotic,Ess Emm Pharma Pvt Ltd,8.08,229,Rx
PH005,Chembur MedPlus,Auglex 500mg/125mg Tablet,Antibiotic,Unilex Lifesciences Pvt Ltd,20.63,187,Rx
PH005,Chembur MedPlus,Ofbid OZ Tablet,Antibiotic,Aarpik Pharmaceuticals Pvt Ltd,7.17,31,Rx
PH005,Chembur MedPlus,Raniflox OZ 200mg/500mg Tablet,Antibiotic,Renvic Lifesciences Pvt Ltd,8.62,155,Rx
PH005,Chembur MedPlus,Amocrin-CV Dry Syrup,Antibiotic,Crinova Healthcare,2.06,40,Rx
PH005,Chembur MedPlus,Sanzone 1000mg Injection,Antibiotic,Mediwill Life Sciences,48.32,103,Rx
PH005,Chembur MedPlus,Off N ON Suspension,Antibiotic,Medisys Biotech Pvt Ltd,1.54,159,Rx
PH005,Chembur MedPlus,Ayubact 250mg Tablet,Antibiotic,Bioethics Lifesciences Pvt Ltd,10.42,56,Rx
PH005,Chembur MedPlus,Skaxim 500mg Tablet,Antibiotic,Skars Healthcare Pvt Ltd,5.89,123,Rx
PH005,Chembur MedPlus,Kvmox 250 Capsule,Antibiotic,Kavita Pharma Chem,3.97,166,Rx
PH005,Chembur MedPlus,Prifix 200mg Tablet,Antibiotic,Priya Life Science,22.61,155,Rx
PH005,Chembur MedPlus,Elicef 100mg Tablet DT,Antibiotic,GRAF Laboratories Pvt Ltd,11.54,195,Rx
PH005,Chembur MedPlus,Azymake 500mg Tablet,Antibiotic,Ashlife Healthcare,17.04,64,Rx
PH005,Chembur MedPlus,Rymocin 200mg Tablet,Antibiotic,Atyad Life Sciences Pvt Ltd,5.43,147,Rx
PH005,Chembur MedPlus,Ofone 200mg Tablet,Antibiotic,Encyclo Healthcare,5.02,201,Rx
PH005,Chembur MedPlus,I Tone 2000mg Injection,Antibiotic,Sanjivani Parenteral Ltd,122.07,219,Rx
PH005,Chembur MedPlus,StayHappi Amoxycillin+Pantoprazole+Clarithromycin 750mg/40mg/500mg Kit,Antibiotic,Sarvagunaushdhi Pvt Ltd,81.15,238,Rx
PH005,Chembur MedPlus,Cefimun 250mg Tablet,Antibiotic,Intellect Lifescience,18.06,125,Rx
PH005,Chembur MedPlus,Ticocef S 250mg/125mg Injection,Antibiotic,Vistica Life Sciences,46.16,112,Rx
PH005,Chembur MedPlus,Nexim 200mg Tablet DT,Antibiotic,Nexus India,18.63,68,Rx
PH005,Chembur MedPlus,Moxidas-CV  Dry Syrup,Antibiotic,Midas Healthcare Ltd,1.72,175,Rx
PH005,Chembur MedPlus,Lombard 250mg Tablet,Antibiotic,Vsaar Pharma Pvt Ltd,4.68,203,Rx
PH005,Chembur MedPlus,Cetriken 10mg Tablet,Antihistamine,Symbiosis Pharmaceuticals Pvt Ltd,1.92,30,OTC
PH005,Chembur MedPlus,Leezet-ML Kid 2.5mg/4mg Tablet,Antihistamine,Floreat Medica Pvt Ltd,4.18,108,OTC
PH005,Chembur MedPlus,Skylor 10 Tablet,Antihistamine,Rishab Healthcare pvt. Ltd.,4.46,157,OTC
PH005,Chembur MedPlus,LM Kid Syrup,Antihistamine,Rozer Pharmaceuticals Pvt Ltd,1.21,186,OTC
PH005,Chembur MedPlus,L 5mg Tablet,Antihistamine,Solitaire Pharmacia Pvt Ltd,2.06,44,OTC
PH005,Chembur MedPlus,Lvcys M Tablet,Antihistamine,Macsys LifeSciences,5.98,154,OTC
PH005,Chembur MedPlus,Rid-AR Kid Syrup,Antihistamine,Cipla Ltd,2.13,106,OTC
PH005,Chembur MedPlus,Livazin Tablet,Antihistamine,Varmed Pharma Pvt Ltd,3.79,233,OTC
PH005,Chembur MedPlus,Alerdain 5mg Tablet,Antihistamine,Ordain Health Care Global Pvt Ltd,4.0,5,OTC
PH005,Chembur MedPlus,Montigrace-L Tablet,Antihistamine,Gracevera Pharma,11.98,142,OTC
